"zona","nome_zona","cod_municipio","nome_municipio","cod_distrito","nome_distrito","area_ha","utm_x","utm_y","area_m2_geom","nome_zona_tab","domicilios","familias","populacao","matriculas_escolares","empregos","automoveis_particulares","viagens_produzidas","viagens_atraidas","area_ha_tab","renda_total","renda_media_familiar","renda_per_capita","renda_mediana_familiar"
1,"Sé",36,"São Paulo",80,"Sé",57.1,333248.369846536,7394779.16524597,569663.586425781,"Sé",1151,1151,3262.00094948746,6363.21771538908,71852.3135318113,325.532915875508,160502.925215666,160157.486349438,57.1,3757211.53946515,3264.30194566912,1151.81190859417,2884.19179697777
2,"Parque Dom Pedro",36,"São Paulo",80,"Sé",113.64,333667.401692682,7395305.51856153,1133693.12182617,"Parque Dom Pedro",2342,2342,5695.00076238394,1433.31851561969,51853.7373113509,890.697572357276,137231.73543004,138306.410673822,113.64,7270944.75163794,3104.5878529624,1276.72410505426,2884.19179697777
3,"Praça João Mendes",36,"São Paulo",80,"Sé",47.75,333390.619954508,7394200.103785,476395.732177734,"Praça João Mendes",7100,7100,17130.0009803903,2398.53140278149,18547.3468335027,1166.00630920349,62970.9909817022,62502.8370368456,47.75,27827234.56239,3919.32881160423,1624.47361177885,3400
4,"Ladeira da Memória",36,"São Paulo",67,"República",75.11,332449.198805268,7394473.10440951,749317.140136719,"Ladeira da Memória",12588,12588,24088.9988800537,1126.74369105491,22553.9406036192,3400.88513693558,78183.9689439439,78285.562274735,75.11,65571510.6289716,5209.04914434156,2722.05212659404,3579.57730072334
5,"República",36,"São Paulo",67,"República",74.95,332321.412898694,7395260.93901752,747750.760742188,"República",8049.99999999999,8049.99999999999,14955.9998802143,1726.85247365992,89486.6554947104,1737.2514752505,186219.616198207,187152.743514786,74.95,34199116.7500479,4248.337484478,2286.64863760068,3500
6,"Santa Ifigênia",36,"São Paulo",67,"República",82.93,332757.083712344,7395856.28216274,827314.415771484,"Santa Ifigênia",9411,9411,21989.0005914764,2039.10945147948,38371.9222721626,1445.11308979983,109791.172946928,109350.517653356,82.93,25210174.5841227,2678.79870195758,1146.49024084773,2323.8951481989
7,"Luz",36,"São Paulo",9,"Bom Retiro",154.6,333156.153757324,7396716.11825878,1542273.73950195,"Luz",6342,6342,18209.9957504445,6873.47330782277,35047.9109600321,2400.90882061722,93161.0150792322,93680.5365105099,154.6,26804908.780961,4226.57029028083,1471.98874444036,3987.82002130741
8,"Bom Retiro",36,"São Paulo",9,"Bom Retiro",143.01,332104.977290049,7397746.29916278,1426645.10595703,"Bom Retiro",3834,4110.69886363636,12251.9977375263,3280.27097219311,15080.1571894508,1747.86679148487,40222.7057629595,40169.9964993743,143.01,13815269.5568516,3360.80798305681,1127.59321808697,2800
9,"Ponte Pequena",36,"São Paulo",9,"Bom Retiro",129.78,333542.572856953,7397526.60485192,1294644.75097656,"Ponte Pequena",2267,2267,7456.00014202449,6413.18473061895,16492.381602722,486.551737064903,36268.811627848,36521.8767485495,129.78,7670743.17408973,3383.65380418603,1028.80137177773,2500
10,"Canindé",36,"São Paulo",57,"Pari",82.61,334505.366513527,7397631.36457654,824160.696777344,"Canindé",467,467,1619.00021704519,7047.86518514606,6712.7648473094,134.030851847507,23889.9593183515,24030.4551172324,82.61,1026508.73405767,2198.09150761814,634.03866364585,2323.8951481989
11,"Bom Jardim",36,"São Paulo",57,"Pari",49.85,335554.765265837,7397464.07094645,497324.534179688,"Bom Jardim",932,932,2712.99999493744,1471.39356174026,3901.41057859686,488.485544428841,11403.0406719522,11380.7955705123,49.85,3239452.49020205,3475.80739292066,1194.04810034906,3000
12,"Pari",36,"São Paulo",57,"Pari",140.16,334910.157610877,7396847.21669098,1398204.69946289,"Pari",4741,4741,14380.99909466,1928.33950452516,21067.9593723246,2084.80620212964,46135.8333399882,44923.8245121851,140.16,16593523.8797886,3500.00503686746,1153.85056146414,2588.93015036554
13,"João Teodoro",36,"São Paulo",10,"Brás",39.32,334498.970249156,7396053.31599291,392247.704833984,"João Teodoro",423,423,1435.00004442857,265.727833039873,9281.37868477225,102.789167833719,25130.7683332723,24561.5572498803,39.32,1155116.9238223,2730.77286955627,804.959503873939,2550
14,"Oriente",36,"São Paulo",10,"Brás",69.88,335260.494555099,7395993.2631291,697091.225830078,"Oriente",1104,1104,3337.00098648564,1959.23495407147,27938.66378959,329.078832669604,66495.6297183525,66780.2655861709,69.88,3254030.50922804,2947.49140328627,975.136214345273,2732.57590976586
15,"Bresser",36,"São Paulo",10,"Brás",76.98,335557.443736449,7395355.55981412,767986.536132812,"Bresser",3148,3247.2,8427.00210609025,162.277594973939,14171.3452496039,896.94262656296,36166.7753017398,36241.3231691503,76.98,8881358.73344993,2735.08214259976,1053.91675730463,2500
16,"Brás",36,"São Paulo",10,"Brás",109.08,334790.746946082,7394668.92633446,1088194.87158203,"Brás",4589,4589,12116.9980475782,3420.18083723427,18484.3078613684,2245.813493204,48646.569966727,48197.1826855381,109.08,14719348.5417279,3207.52855561732,1214.76858244355,3044.22003137203
17,"Gasômetro",36,"São Paulo",10,"Brás",69.35,334300.052892534,7395485.70424808,691791.002197266,"Gasômetro",2411,2430.06849315068,6980.00032056881,5503.78656160021,9360.81620665758,596.702838035647,31624.5876093322,31507.2345107916,69.35,7399419.85947477,3044.9429225269,1060.0887563959,3000
18,"Independência",36,"São Paulo",14,"Cambuci",253.75,335156.26431768,7393509.77972175,2531369.29174805,"Independência",6592,6592,19240.0040157053,3762.03889303939,24089.5241975995,3672.2480467541,74507.0207455928,73237.6552431976,253.75,33426648.8393656,5070.79017587463,1737.35144816394,3778.18872313733
19,"Cambuci",36,"São Paulo",14,"Cambuci",140.43,334729.937383379,7392318.98116754,1400936.22680664,"Cambuci",7490,7490,20732.0001369099,4590.20707759745,16447.8651478657,5234.65784465197,57680.3391529476,57902.8270297747,140.43,39806786.5520846,5314.6577506121,1920.06493773918,4949.29291547114
20,"Glicério",36,"São Paulo",49,"Liberdade",108.02,333955.349470539,7393106.59853182,1077582.91088867,"Glicério",9041.99999999999,9041.99999999999,23063.0048026259,3613.51053197724,8158.92407898135,6862.36186096597,47082.808230373,46029.6808153663,108.02,53798444.4764669,5949.83902637326,2332.67282112093,4800
21,"Aclimação",36,"São Paulo",49,"Liberdade",113.62,333611.048842279,7392113.93347468,1133526.69970703,"Aclimação",7403.99999999999,7403.99999999999,18690.9985200016,3860.25715254824,9685.04590926082,5516.60338040632,44430.9083319868,44317.6670787425,113.62,43730165.3534374,5906.2892157533,2339.63773024971,6142.57921176239
22,"Pires da Mota",36,"São Paulo",49,"Liberdade",50.03,333121.294801267,7392702.10793825,499114.130126953,"Pires da Mota",5996,5996,13623.0014305453,4512.95982871584,8424.70607720474,3262.65383629834,37043.1679686389,37238.8669539018,50.03,32541949.5075393,5427.27643554692,2388.75035530527,4000
23,"Centro Cultural",36,"São Paulo",49,"Liberdade",33.24,332750.174619674,7392721.17833071,331643.9140625,"Centro Cultural",2553,2553,5331.99973540928,33075.5021516183,17914.6498660485,1278.67148606594,74016.1091940339,73687.6371263641,33.24,10538207.0915907,4127.77402725839,1976.40802973179,3579.57730072334
24,"Liberdade",36,"São Paulo",49,"Liberdade",59.49,333123.091799171,7393566.24185599,593503.744873047,"Liberdade",5364,5364,11423.0039054383,53167.8770639167,17996.0499665112,1658.94097552981,89697.8548479359,89533.8500472604,59.49,19459947.9972374,3627.879939828,1703.57536059082,3213.12736868523
25,"Treze de Maio",36,"São Paulo",7,"Bela Vista",42.85,331799.93954068,7394063.30487408,427451.212158203,"Treze de Maio",7996,7996,18401.0019927437,4010.21973794377,12141.8927689262,2582.2160582339,40630.1923991247,40829.2974546478,42.85,29020380.833899,3629.36228538006,1577.10872730425,3044.22003137203
26,"Bexiga",36,"São Paulo",7,"Bela Vista",51.76,332417.29014875,7393724.5525873,516341.565185547,"Bexiga",6374.99999999999,6493.77777777777,14280.9986101855,8563.59247740903,13420.4462709201,2564.19972165534,54507.5587166553,54680.5144826318,51.76,28488739.1942901,4387.08255336067,1994.87024485608,4209.08262865571
27,"Bela Vista",36,"São Paulo",7,"Bela Vista",93.8,332172.961225636,7392916.45172426,935800.988769531,"Bela Vista",7635.99999999999,7635.99999999999,17536.002295964,12922.3388493189,44855.2218668342,6619.56453574129,117797.397259818,120314.561701102,93.8,59604484.1542658,7805.72081643083,3398.97789406563,6000
28,"São Carlos do Pinhal",36,"São Paulo",7,"Bela Vista",31.03,331578.046383427,7393199.18586863,309567.870849609,"São Carlos do Pinhal",4411,4411,9068.00210870882,8922.06404018016,28432.5018514171,2737.50554028993,76171.4005947936,76771.9316302784,31.03,23630675.9907901,5357.21514187036,2605.94072514556,4689.11901259924
29,"Masp",36,"São Paulo",7,"Bela Vista",57.27,331201.291122044,7393702.82136508,571296.324951172,"Masp",7089.00000000002,7089.00000000002,13250.9986012656,4904.03716675387,45410.7775516175,2916.1155041797,94937.8385329773,94788.1025737376,57.27,42453060.0826224,5988.58232227709,3203.76307930239,4949.29291547114
30,"Higienópolis",36,"São Paulo",26,"Consolação",67.81,330949.395032523,7395142.05797073,676470.360107422,"Higienópolis",9038.00000000002,9196.69565217393,19455.0027879178,3795.6801512908,18582.816649134,7884.46937780883,63114.9723795886,62730.4159461319,67.81,85293762.3664572,9274.3921939284,4384.15575141565,6843.12652172168
31,"Vila Buarque",36,"São Paulo",26,"Consolação",89.58,331421.954270072,7394773.41236044,893659.893554688,"Vila Buarque",11259,11259,20033.994861971,37088.2997890219,27102.271243959,5013.88345575712,119031.885626676,119388.307284347,89.58,50023392.7984837,4442.96942876665,2496.92550802433,3800
32,"Consolação",36,"São Paulo",26,"Consolação",57.23,330562.17762315,7394116.64964359,570983.278808594,"Consolação",4589.99999999999,4589.99999999999,8555.99942142811,15091.1197007669,48236.822235074,2586.56620324618,112133.39109416,112551.626866426,57.23,26142654.8328093,5695.56750170138,3055.47646103577,4949.29291547114
33,"Pacaembu",36,"São Paulo",26,"Consolação",90.45,329697.22083607,7394534.8118992,902383.392822266,"Pacaembu",587,587,1838.99955727778,541.168018331514,3126.45609085069,865.204952247187,6929.11468532387,6926.53873169867,90.45,6887274.97504053,11733.0067717897,3745.12051826461,11000
34,"FAAP",36,"São Paulo",26,"Consolação",74.45,330301.2635101,7395239.61720401,742700.589111328,"FAAP",3191.00000000001,3191.00000000001,7555.99791254476,5442.67402036555,9964.86590085927,3655.32687382922,31857.1546608514,32882.9111497991,74.45,40305292.1618018,12630.9282863684,5334.21165917547,9000
35,"Santa Cecília",36,"São Paulo",70,"Santa Cecília",144.09,331798.304207382,7396245.45652394,1437516.36962891,"Santa Cecília",19105,19105,40031.9963352935,8462.3148963477,35793.4421377338,6480.66909141831,114334.897561161,112257.453871313,144.09,74485828.2851488,3898.76096755555,1860.65735171643,3044.22003137203
36,"Marechal Deodoro",36,"São Paulo",70,"Santa Cecília",142.2,330905.113112394,7396504.20362174,1418666.34985352,"Marechal Deodoro",18909,19000.5949367089,43094.0139597799,11004.0963703987,33133.339432968,11358.6978971301,112647.964524153,112541.73648927,142.2,104784972.835301,5514.82588752304,2431.54357663453,4442.62190374453
37,"Rudge",36,"São Paulo",70,"Santa Cecília",84.73,331123.494849647,7397529.00205554,845311.935546875,"Rudge",1525,1525,4606.99991492639,2543.82612819568,19019.623289519,1119.01831438554,33774.4586404895,33550.8453173582,84.73,8495747.28937515,5570.98182909846,1844.09538664185,5000
38,"Catumbi",36,"São Paulo",8,"Belém",81.44,336278.289285137,7397049.91008036,812408.378662109,"Catumbi",1074,1095.48,3785.99994591428,2262.99762603832,5130.04668804148,747.183332253428,12175.1592676959,12154.3661906421,81.44,5112686.85964432,4667.07457885522,1350.41915813067,4000
39,"Belém",36,"São Paulo",8,"Belém",160.71,337401.322389024,7396619.48299524,1603168.28930664,"Belém",3087,3087,9356.99732556011,3216.08261921129,8951.50929275806,2038.88726588319,27108.1335461653,25581.6962963743,160.71,13688674.1892115,4434.29678950809,1462.93449842277,3579.57730072334
40,"Quarta Parada",36,"São Paulo",8,"Belém",127.4,338216.69237234,7395079.00655123,1270948.60644531,"Quarta Parada",2593,2593,7877.99920175693,5999.40094889296,17654.4841923173,1380.81449358916,42265.5204977623,42954.454999085,127.4,9397374.4755597,3624.13207696093,1192.86309060097,3000
41,"Belenzinho",36,"São Paulo",8,"Belém",180.11,337237.103430629,7395752.09265948,1796757.90722656,"Belenzinho",7268,7452.44444444444,22050.9955746992,7724.28650637864,24408.4283477385,4258.33614312507,81301.1805694277,80983.9974073948,180.11,27707413.3802192,3717.89599865776,1256.51530273808,3200
42,"Celso Garcia",36,"São Paulo",8,"Belém",63.89,336086.889897531,7396287.35079011,637320.491943359,"Celso Garcia",1537,1537,5328.00094634641,384.773664785768,8744.56763349314,430.731972483676,29354.7494783673,29251.6520328532,63.89,5933452.86549304,3860.41175373652,1113.63585052698,2900
43,"Mooca",36,"São Paulo",54,"Mooca",271.79,336952.628978083,7394593.42246792,2711340.18286133,"Mooca",10102,10102,27958.0039758862,37811.9515412206,23691.9569539645,8922.12590204116,109331.654403764,110111.540641334,271.79,54218690.7072462,5367.12440182599,1939.29047130867,5000
44,"Alto da Mooca",36,"São Paulo",54,"Mooca",141.65,337751.784831893,7392982.73319677,1413110.18579102,"Alto da Mooca",6583,6583,18349.9985520571,4063.73857553279,18042.3925617189,4607.44184556798,60317.1510665207,61150.6853235929,141.65,34154470.5113206,5188.28353506313,1861.27919380636,4100
45,"Parque da Mooca",36,"São Paulo",54,"Mooca",381.42,336961.033819849,7392775.62030647,3804980.83666992,"Parque da Mooca",11979,11979,33270.99908203,5702.54986578813,33481.7633149753,12165.649795325,98719.8375145623,97368.9257545074,381.42,59888652.1328564,4999.47008371787,1800.02566154387,4860
46,"Água Rasa",36,"São Paulo",1,"Água Rasa",315.81,340313.851118385,7392211.167032,3150406.97412109,"Água Rasa",12267,12882.6774193548,36269.9959169132,9681.77249255397,16581.9128616667,7618.61987530193,71849.869596163,70872.7056393425,315.81,54927686.4266065,4263.68561740773,1514.41115550258,3391.40646241033
47,"Vila Bertioga",36,"São Paulo",1,"Água Rasa",195.28,338908.688003953,7392848.68340048,1948027.83154297,"Vila Bertioga",8194,8194,23003.0054516513,2050.27368409299,11976.5695346206,9051.89584274211,43442.2832863178,43354.700973999,195.28,36475655.7046041,4451.50789658337,1585.6908690158,3500
48,"Regente Feijó",36,"São Paulo",1,"Água Rasa",203.96,339177.506617757,7393857.80196529,2034639.97485352,"Regente Feijó",8524,8524,23924.0026197963,5797.65826524731,14867.2366784542,6105.38600338408,49161.1353726439,48901.5462740856,203.96,35954113.472708,4217.98609487424,1502.84691253784,4000
49,"Ana Rosa",36,"São Paulo",92,"Vila Mariana",94.46,333214.56137729,7391448.87390449,942388.072509766,"Ana Rosa",5876,5876,13385.9978159946,6181.50052386016,20009.1518179312,3929.47610406308,60199.370007084,60826.8772028286,94.46,35963758.2317147,6120.44898429454,2686.66996110984,4600
50,"Jardim da Glória",36,"São Paulo",92,"Vila Mariana",88.43,334584.397139302,7391072.84082499,882181.543457031,"Jardim da Glória",3276,3276,8896.00093293942,1651.26760437783,1845.15035455899,3573.71033932483,16801.9938630717,16888.7677773159,88.43,16486345.643824,5032.46204023933,1853.23110553864,4209.08262865571
51,"Chácara Klabin",36,"São Paulo",92,"Vila Mariana",97.57,334130.376182384,7390223.21924803,973390.306152344,"Chácara Klabin",6123,6123,16084.995986186,2587.27020823729,7165.0759120957,4664.4961831579,29960.0250136141,29886.8644214947,97.57,57683133.166379,9420.7305514256,3586.14532548953,7500
52,"Vila Mariana",36,"São Paulo",92,"Vila Mariana",59.61,333514.077224377,7390705.29295987,594702.227050781,"Vila Mariana",4576,4576,10145.002567347,7767.92159053545,14736.1993790806,4789.22360642487,41975.5859977102,40952.2331793822,59.61,45098851.4407894,9855.51823443824,4445.42533542041,7000
53,"Santa Cruz",36,"São Paulo",92,"Vila Mariana",108.52,333677.053070162,7389561.98698112,1082635.58276367,"Santa Cruz",5140,5140,13292.9997298064,9056.47430272787,23051.8355566848,5271.13334538324,65778.1936298573,66980.5228484393,108.52,35196373.1251016,6847.54340955284,2647.73744380525,6483.3977755331
54,"Vila Clementino",36,"São Paulo",92,"Vila Mariana",93.7,332332.995359909,7389492.55861601,934746.388916016,"Vila Clementino",3901.99999999999,3901.99999999999,8714.99997777022,4282.661740503,29724.5015298455,2867.66739597415,89898.1624308346,91571.2069298518,93.7,22957188.8745746,5883.4415362826,2634.21559760558,4689.11901259924
55,"França Pinto",36,"São Paulo",92,"Vila Mariana",112.14,332518.714056578,7390232.51211341,1118692.05419922,"França Pinto",6384.00000000001,6384.00000000001,15517.9988247896,10614.8125305267,15677.571220787,6203.47188529403,50465.5566954177,51186.3845341572,112.14,36108364.3349962,5656.07210761218,2326.86989750985,5223.90246383501
56,"Rodrigues Alves",36,"São Paulo",92,"Vila Mariana",103.55,332307.065329456,7391061.92994538,1033050.0847168,"Rodrigues Alves",9697.00000000001,9895.63333333335,21616.9972273984,9888.34417232228,22142.700747803,5906.60742153948,76852.8886974449,77327.070686373,103.55,66725528.8784521,6742.92656475941,3086.71589196861,6000
57,"Paraíso",36,"São Paulo",92,"Vila Mariana",96.28,331892.278317607,7391960.63496968,960509.822753906,"Paraíso",10462,10462,24334.0030201273,4744.96020035362,45145.3757237507,9244.95904919178,110614.690170078,111325.908109291,96.28,79982747.7320204,7645.07242707133,3286.87177633144,6142.57921176239
58,"Bosque da Saúde",36,"São Paulo",79,"Saúde",169.91,333523.393362772,7388411.39166586,1695060.53051758,"Bosque da Saúde",12094,12094,30779.0032034084,3320.33800149841,16427.7828801758,12205.0500821715,55639.2927492389,55561.9863176658,169.91,68460932.4206309,5660.7352753953,2224.27386514745,4500
59,"Saúde",36,"São Paulo",79,"Saúde",260.81,333185.811887188,7386772.697796,2601918.46728516,"Saúde",20718,20718,52745.0069702669,15869.8518494574,31651.204981442,13546.1547448838,164461.084828426,164995.066650818,260.81,129214200.613882,6236.80860188638,2449.79018936754,4442.62190374453
60,"Planalto Paulista",36,"São Paulo",79,"Saúde",321.66,331714.499546642,7387081.21697076,3208975.65869141,"Planalto Paulista",8102,8316.18816628893,22059.0034028464,4252.06574574834,15387.8404947203,8597.49275586482,69348.0838654492,68317.9135515026,321.66,60733140.8569999,7303.00224605209,2753.21326842731,5513.74861373784
61,"Mirandópolis",36,"São Paulo",79,"Saúde",173.45,332386.460636881,7388501.3246235,1730342.01928711,"Mirandópolis",12065,12065,28099.993287156,13447.7041220193,18734.6594074227,10219.9769303511,76080.7772474884,76112.4572642826,173.45,74799269.9109639,6199.69083389671,2661.89636227256,5223.90246383501
62,"Parque Ibirapuera",36,"São Paulo",53,"Moema",283.7,330997.783901552,7390795.87172898,2830307.62451172,"Parque Ibirapuera",1993,1993,4564.99843656465,652.48516774307,19994.5571742716,2086.18349873749,48736.6096864239,48605.6233963577,283.7,14401170.4276803,7225.87577906685,3154.69339755518,6591.69888776655
63,"Jardim Luzitânia",36,"São Paulo",53,"Moema",103.07,331051.959489794,7389497.62569008,1028307.81469727,"Jardim Luzitânia",635.000000000001,635.000000000001,2098.99938004219,1270.86117764639,12649.8215715906,921.614047962299,38143.8919820542,37065.2031490836,103.07,6326234.42395471,9962.57389599165,3013.92867673337,9461.63045753638
64,"Moema",36,"São Paulo",53,"Moema",175.13,330751.72178814,7388448.53151217,1747151.77685547,"Moema",14875,14875,33385.9873278071,3989.6735882351,41271.7918582712,15218.4687086068,104605.778721491,106168.388723943,175.13,117341373.117353,7888.49567175484,3514.68932055874,6483.3977755331
65,"Vila Helena",36,"São Paulo",53,"Moema",104.82,329783.182964796,7389100.91581833,1045768.05322266,"Vila Helena",11980,11980,26860.0043148595,9629.62689927883,17555.7220309277,15422.9162602216,68331.1638971149,68562.1104652149,104.82,102874682.407387,8587.2022042894,3830.03223683307,7623.56967291839
66,"Bandeirantes",36,"São Paulo",53,"Moema",133.42,329797.163887965,7387928.77918219,1331060.31738281,"Bandeirantes",4813.00000000001,4813.00000000001,10923.0005913726,3580.54742318261,22527.3523351196,5858.31073720306,59938.2290269655,60911.8746636864,133.42,41017462.1198875,8522.22358609753,3755.14601292657,6142.57921176239
67,"Vila Nova Conceição",36,"São Paulo",53,"Moema",112.48,329834.522356641,7390288.38247684,1122164.12402344,"Vila Nova Conceição",4444.99999999999,4444.99999999999,10573.9979500418,1151.1774340413,8764.89735455528,4642.42886022265,32704.7188240196,32633.2507088827,112.48,40838064.6490145,9187.41611901339,3862.12148346907,8046.5604032218
68,"Chácara Itaim",36,"São Paulo",34,"Itaim Bibi",204.01,328563.661551546,7390719.05701031,2035308.28100586,"Chácara Itaim",12783,12783,27460.0063156652,6212.57401787807,73565.5374455541,11339.0814617718,171850.854760467,171155.574918786,204.01,81689559.7018936,6390.48421355655,2974.85582351421,6483.3977755331
69,"Vila Olímpia",36,"São Paulo",34,"Itaim Bibi",89.63,328894.08882407,7389940.71143813,894215.770019531,"Vila Olímpia",4948,4948,10021.002061055,2980.92206967213,23462.6499184849,4451.05680427999,60725.7418433728,60724.5558706778,89.63,44688443.7862631,9031.61758008552,4459.47855453874,8000
70,"Hélio Pelegrino",36,"São Paulo",34,"Itaim Bibi",103.38,328713.985490609,7389030.30638834,1031392.81030273,"Hélio Pelegrino",5369,5369,11703.0008581483,10183.8582115335,20323.9781521743,6417.75591634925,54595.7381658114,55146.4317837357,103.38,36824374.8561314,6858.70271114387,3146.57542133666,5819.67676195421
71,"Brooklin",36,"São Paulo",34,"Itaim Bibi",234.25,328104.951733338,7388049.32478368,2337009.15014648,"Brooklin",11745,11745,28442.9959477499,3257.22761194517,20615.4756726478,12438.796216036,66695.6729984756,66382.4147698322,234.25,85629624.5172861,7290.73005681449,3010.56979632485,6843.12652172168
72,"Vila Cordeiro",36,"São Paulo",34,"Itaim Bibi",176.69,327388.40726808,7386888.63699505,1762763.24951172,"Vila Cordeiro",3919,3919,10091.9975952857,9615.22651111282,24449.5786096067,3855.88795408445,60937.0138736847,61039.9183672032,176.69,28963370.071387,7390.50014579918,2869.93430170026,7222.81467427629
73,"Berrini",36,"São Paulo",34,"Itaim Bibi",197.39,327370.514922503,7388906.24706441,1969334.87011719,"Berrini",3768,3768,8757.99888579487,919.513604062388,97732.5874041523,2820.16686704384,181294.844800805,181206.421270865,197.39,31047342.8482518,8239.74067097978,3545.02703792408,5968
74,"Campinas",36,"São Paulo",44,"Jardim Paulista",49.08,331208.176852565,7392802.11415254,489674.016845703,"Campinas",6131,6131,12765.0000632328,3249.81307081562,36233.4414417729,5493.54194049903,76617.1950961898,76247.2037468883,49.08,56490862.8148158,9213.97207874993,4425.44947395082,7623.56967291839
75,"Pamplona",36,"São Paulo",44,"Jardim Paulista",51.34,330852.442191396,7392400.45094205,512150.5234375,"Pamplona",6836,6836,14277.0016299303,1979.08637835574,12564.1884947078,7612.03967734076,42750.2950715651,42544.789428009,51.34,65987935.9328521,9653.00408613986,4621.97439233423,7623.56967291839
76,"Jardins",36,"São Paulo",44,"Jardim Paulista",237.7,329798.338442192,7392069.70799828,2371441.24902344,"Jardins",4290.99999999999,4290.99999999999,10907.9972889152,1217.8406862596,23678.6305519727,5685.25122647977,50711.4072424279,50644.0419466016,237.7,47487904.4350437,11066.8619051605,4353.4943378929,8046.5604032218
77,"Clínicas",36,"São Paulo",44,"Jardim Paulista",128.72,329032.890967787,7393789.02703639,1284175.24975586,"Clínicas",10526,10526,21005.9978505789,6901.29908245012,38950.2362216124,7639.87022595211,95985.6686207038,95297.4166816801,128.72,83981541.4586362,7978.48579314423,3997.979151289,6843.12652172168
78,"Oscar Freire",36,"São Paulo",44,"Jardim Paulista",100.01,329921.204002529,7393064.9803747,997776.255859375,"Oscar Freire",9507.99999999999,9507.99999999999,20775.9970224595,456.623692367266,24932.0331809289,7501.4719394641,58219.5572674043,58334.116939648,100.01,62523453.7448607,6575.87860168918,3009.4081009576,6360.54187755007
79,"Trianon",36,"São Paulo",44,"Jardim Paulista",59.81,330426.454559566,7393479.8050998,596700.444335938,"Trianon",5109.99999999999,5109.99999999999,10689.9993457145,5602.31020345214,46194.1007676898,4586.9232005491,125391.283465314,125692.002620216,59.81,39828099.5350797,7794.14863700191,3725.73451569447,6500
80,"Jardim Paulistano",36,"São Paulo",63,"Pinheiros",98.98,328013.002323137,7393093.82217801,987500.491210938,"Jardim Paulistano",9192.99999999998,9192.99999999998,19691.0038689909,3522.09962482686,27552.6173682869,6523.97071018843,80847.9395476569,81175.102643934,98.98,56301433.9372887,6124.38093519948,2859.24650220354,4689.11901259924
81,"Jardim Europa",36,"São Paulo",63,"Pinheiros",308.02,328133.052846378,7391762.98330152,3073031.31347656,"Jardim Europa",4838.99999999999,4838.99999999999,12650.0041065298,697.127266880727,41640.8531505414,6976.03444617082,87420.9240945035,87755.5202632516,308.02,61141786.4621412,12635.2110895105,4833.34123429891,10540.7080788983
82,"Pinheiros",36,"São Paulo",63,"Pinheiros",202.58,326873.821568167,7392672.52330568,2021028.97631836,"Pinheiros",4937,4937,11261.9984903005,12715.0964861433,75073.8199180088,3252.40416972512,163842.163464937,164357.023291198,202.58,23241015.2288147,4707.51776966066,2063.66705241802,4209.08262865571
83,"Vila Madalena",36,"São Paulo",63,"Pinheiros",219.31,327650.556417462,7394133.54453085,2187985.18286133,"Vila Madalena",9703,9703,22275.0026485654,5505.94105572697,27800.526109101,8226.63777316565,90155.962578687,90206.6119068871,219.31,73973906.9572769,7623.81809309254,3320.93818907092,6142.57921176239
84,"PUC",36,"São Paulo",61,"Perdizes",73.32,329404.230061946,7396137.52345409,731488.656494141,"PUC",7093.99999999998,7093.99999999998,16556.9987496902,9526.91253165247,12763.0115421255,6905.33358938124,54588.3551503193,54705.381224227,73.32,71703864.7880557,10107.6775850093,4330.72840507385,8493.02060591138
85,"Cardoso de Almeida",36,"São Paulo",61,"Perdizes",63.39,329812.014527303,7395625.0023539,632361.916259766,"Cardoso de Almeida",1837,1837,5033.00047184374,2171.25984498008,3259.14549343105,2500.29575368481,20366.8379526246,20349.7094204262,63.39,19442705.2877697,10583.9440869732,3863.04459865216,8493.02060591138
86,"Zequinha de Abreu",36,"São Paulo",61,"Perdizes",49.61,329107.50403995,7395089.62441745,494959.488525391,"Zequinha de Abreu",1564,1564,3729.00041407362,529.270400064993,3903.02013446599,1240.55442206132,10328.0115432372,10246.1278313676,49.61,11963478.2942959,7649.28279686441,3208.22659314935,6000
87,"Sumaré",36,"São Paulo",61,"Perdizes",139.16,328118.2943314,7395220.32769459,1388299.26220703,"Sumaré",6892.99999999995,6892.99999999995,16353.9974607735,2773.97663278188,10844.0231040381,6241.02201060147,44504.1283158236,44601.0970763305,139.16,55069702.7749742,7989.22135136726,3367.35424516628,6949
88,"Perdizes",36,"São Paulo",61,"Perdizes",168.45,328431.113005456,7396226.72309565,1680522.40966797,"Perdizes",18965,18965,45356.005443789,5280.20735913084,24112.8867070184,15820.1306852632,103953.436590498,104612.019410151,168.45,145167501.358601,7654.49519423152,3200.6235985334,6843.12652172168
89,"Vila Anglo Brasileira",36,"São Paulo",61,"Perdizes",79.12,327144.251190982,7395819.77934035,789312.217529297,"Vila Anglo Brasileira",5505,5505,13992.9986107381,659.889513780441,5442.40183760311,5443.37647789147,20619.1731705153,20845.7236361703,79.12,40201894.058033,7302.79637748101,2873.00064670788,5223.90246383501
90,"Pompéia",36,"São Paulo",61,"Perdizes",60,327766.739075472,7396806.69358565,598589.515380859,"Pompéia",5667,5667,13232.0020212122,2745.42528485355,9741.08801087114,5542.54748086717,45062.9584385053,45059.192696918,60,56718677.219718,10008.5895923272,4286.47736969751,8000
